SR750/760 - V401,ADDRESS,SETPOINT,Relay Setting Category,Info Name
Setpoint Information,149D,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 3.80 x PU
Setpoint Information,149E,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 3.90 x PU
Setpoint Information,149F,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.00 x PU
Setpoint Information,14A0,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.10 x PU
Setpoint Information,14A1,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.20 x PU
Setpoint Information,14A2,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.30 x PU
Setpoint Information,14A3,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.40 x PU
Setpoint Information,14A4,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.50 x PU
Setpoint Information,14A5,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.60 x PU
Setpoint Information,14A6,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.70 x PU
Setpoint Information,14A7,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.80 x PU
Setpoint Information,14A8,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 4.90 x PU
Setpoint Information,14A9,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.00 x PU
Setpoint Information,14AA,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.10 x PU
Setpoint Information,14AB,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.20 x PU
Setpoint Information,14AC,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.30 x PU
Setpoint Information,14AD,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.40 x PU
Setpoint Information,14AE,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.50 x PU
Setpoint Information,14AF,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.60 x PU
Setpoint Information,14B0,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.70 x PU
Setpoint Information,14B1,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.80 x PU
Setpoint Information,14B2,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 5.90 x PU
Setpoint Information,14B3,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 6.00 x PU
Setpoint Information,14B4,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 6.50 x PU
Setpoint Information,14B5,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 7.00 x PU
Setpoint Information,14B6,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 7.50 x PU
Setpoint Information,14B7,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 8.00 x PU
Setpoint Information,14B8,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 8.50 x PU
Setpoint Information,14B9,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 9.00 x PU
Setpoint Information,14BA,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 9.50 x PU
Setpoint Information,14BB,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 10.0 x PU
Setpoint Information,14BC,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 10.5 x PU
Setpoint Information,14BD,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 11.0 x PU
Setpoint Information,14BE,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 11.5 x PU
Setpoint Information,14BF,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 12.0 x PU
Setpoint Information,14C0,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 12.5 x PU
Setpoint Information,14C1,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 13.0 x PU
Setpoint Information,14C2,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 13.5 x PU
Setpoint Information,14C3,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 14.0 x PU
Setpoint Information,14C4,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 14.5 x PU
Setpoint Information,14C5,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 15.0 x PU
Setpoint Information,14C6,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 15.5 x PU
Setpoint Information,14C7,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 16.0 x PU
Setpoint Information,14C8,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 16.5 x PU
Setpoint Information,14C9,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 17.0 x PU
Setpoint Information,14CA,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 17.5 x PU
Setpoint Information,14CB,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 18.0 x PU
Setpoint Information,14CC,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 18.5 x PU
Setpoint Information,14CD,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 19.0 x PU
Setpoint Information,14CE,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 19.5 x PU
Setpoint Information,14CF,S2,FLEXCURVE B TRIP TIMES,FlexCurve B Trip Time at 20.0 x PU
Setpoint Group 1,1500,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Function
Setpoint Group 1,1501,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Relays
Setpoint Group 1,1502,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Curve
Setpoint Group 1,1503,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Voltage Restraint
Setpoint Group 1,1504,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Pickup
Setpoint Group 1,1505,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Multiplier
Setpoint Group 1,1506,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Reset Time
Setpoint Group 1,1507,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Direction
Setpoint Group 1,1508,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Function
Setpoint Group 1,1509,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Relays
Setpoint Group 1,150A,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Pickup
Setpoint Group 1,150B,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Delay
Setpoint Group 1,150C,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phases Required for Operation
Setpoint Group 1,150D,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Direction
Setpoint Group 1,1510,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Function
Setpoint Group 1,1511,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Relays
Setpoint Group 1,1512,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Pickup
Setpoint Group 1,1513,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Delay
Setpoint Group 1,1514,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phases Required for Operation
Setpoint Group 1,1515,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Direction
Setpoint Group 1,1520,S5,PHASE DIRECTIONAL,Phase Directional Function
Setpoint Group 1,1521,S5,PHASE DIRECTIONAL,Phase Directional Maximum Torque Angle
Setpoint Group 1,1522,S5,PHASE DIRECTIONAL,Minimum Polarizing Voltage
Setpoint Group 1,1523,S5,PHASE DIRECTIONAL,Phase Directional Relays
Setpoint Group 1,1524,S5,PHASE DIRECTIONAL,Block OC When Voltage Memory Expires
Setpoint Group 1,1530,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Function
Setpoint Group 1,1531,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Relays
Setpoint Group 1,1532,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Curve
Setpoint Group 1,1533,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Voltage Restraint
Setpoint Group 1,1534,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Pickup
Setpoint Group 1,1535,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Multiplier
Setpoint Group 1,1536,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Reset Time
Setpoint Group 1,1537,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Direction
Setpoint Group 1,1600,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Function
Setpoint Group 1,1601,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Relays
Setpoint Group 1,1602,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Curve
Setpoint Group 1,1603,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Pickup
Setpoint Group 1,1604,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Multiplier
Setpoint Group 1,1605,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Reset Time
Setpoint Group 1,1606,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Direction
Setpoint Group 1,1608,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Function
Setpoint Group 1,1609,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Relays
Setpoint Group 1,160A,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Pickup
Setpoint Group 1,160B,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Delay
Setpoint Group 1,160C,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Direction
Setpoint Group 1,160E,S5,GROUND DIRECTIONAL,Ground Directional Function
Setpoint Group 1,160F,S5,GROUND DIRECTIONAL,Ground Directional Maximum Torque Angle
Setpoint Group 1,1610,S5,GROUND DIRECTIONAL,Ground Directional Minimum Polarizing Voltage
Setpoint Group 1,1611,S5,GROUND DIRECTIONAL,Ground Directional Polarizing
Setpoint Group 1,1612,S5,GROUND DIRECTIONAL,Ground Directional Relays
Setpoint Group 1,1630,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Function
Setpoint Group 1,1631,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Relays
Setpoint Group 1,1632,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Curve
Setpoint Group 1,1633,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Pickup
Setpoint Group 1,1634,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Multiplier
Setpoint Group 1,1635,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Reset Time
Setpoint Group 1,1636,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Direction
Setpoint Group 1,1640,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Function
Setpoint Group 1,1641,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Relays
Setpoint Group 1,1642,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Pickup
Setpoint Group 1,1643,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Delay
Setpoint Group 1,1644,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Direction
Setpoint Group 1,1650,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Function
Setpoint Group 1,1651,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Relays
Setpoint Group 1,1652,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Pickup
Setpoint Group 1,1653,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Delay
Setpoint Group 1,1654,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Direction
Setpoint Group 1,1660,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Function
Setpoint Group 1,1661,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Relays
Setpoint Group 1,1662,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Curve
Setpoint Group 1,1663,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Pickup
Setpoint Group 1,1664,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Multiplier
Setpoint Group 1,1665,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Reset Time
Setpoint Group 1,1666,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Direction
Setpoint Group 1,1670,S5,NEUTRAL DIRECTIONAL,Neutral Directional Function
Setpoint Group 1,1671,S5,NEUTRAL DIRECTIONAL,Neutral Directional Maximum Torque Angle
Setpoint Group 1,1672,S5,NEUTRAL DIRECTIONAL,Minimum Polarizing Voltage
Setpoint Group 1,1674,S5,NEUTRAL DIRECTIONAL,Neutral Directional Polarizing
Setpoint Group 1,1675,S5,NEUTRAL DIRECTIONAL,Neutral Directional Relays
Setpoint Group 1,1700,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Function
Setpoint Group 1,1701,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Relays
Setpoint Group 1,1702,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Curve
Setpoint Group 1,1703,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Pickup
Setpoint Group 1,1704,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Multiplier
Setpoint Group 1,1705,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Reset Time
Setpoint Group 1,1706,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Direction
Setpoint Group 1,1710,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Inst Overcurrent Function
Setpoint Group 1,1711,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Instantaneous Overcurrent Relays
Setpoint Group 1,1712,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Instantaneous Overcurrent Pickup
Setpoint Group 1,1713,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Instantaneous Overcurrent Delay
Setpoint Group 1,1714,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Inst Overcurrent Direction
Setpoint Group 1,1720,S5,NEGATIVE SEQUENCE VOLTAGE,Negative Sequence Voltage Function
Setpoint Group 1,1721,S5,NEGATIVE SEQUENCE VOLTAGE,Negative Sequence Voltage Relays
Setpoint Group 1,1722,S5,NEGATIVE SEQUENCE VOLTAGE,Negative Sequence Voltage Pickup
Setpoint Group 1,1723,S5,NEGATIVE SEQUENCE VOLTAGE,Negative Sequence Voltage Delay
Setpoint Group 1,1730,S5,NEGATIVE SEQUENCE DIRECTIONAL,Negative Sequence Directional Function
Setpoint Group 1,1731,S5,NEGATIVE SEQUENCE DIRECTIONAL,Neg Seq Directional Maximum Torque Angle (MTA)
Setpoint Group 1,1732,S5,NEGATIVE SEQUENCE DIRECTIONAL,Minimum Polarizing Voltage
Setpoint Group 1,1733,S5,NEGATIVE SEQUENCE DIRECTIONAL,Negative Sequence Directional Relays
Setpoint Group 1,1740,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Function
Setpoint Group 1,1741,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Relays
Setpoint Group 1,1742,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Pickup
Setpoint Group 1,1743,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Delay
Setpoint Group 1,1744,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Direction
Setpoint Group 1,1750,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Function
Setpoint Group 1,1751,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Relays
Setpoint Group 1,1752,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Curve
Setpoint Group 1,1753,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Pickup
Setpoint Group 1,1754,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Multiplier
Setpoint Group 1,1755,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Reset Time
Setpoint Group 1,1756,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Direction
Setpoint Group 1,1760,S5,SENSITIVE GROUND DIRECTIONAL,Sensitive Ground Directional Function
Setpoint Group 1,1761,S5,SENSITIVE GROUND DIRECTIONAL,Sensitive Ground Directional Maximum Torque Angle
Setpoint Group 1,1762,S5,SENSITIVE GROUND DIRECTIONAL,Minimum Polarizing Voltage
Setpoint Group 1,1763,S5,SENSITIVE GROUND DIRECTIONAL,Sensitive Ground Directional Polarizing
Setpoint Group 1,1764,S5,SENSITIVE GROUND DIRECTIONAL,Sensitive Ground Directional Relays
Setpoint Group 1,1770,S5,RESTRICTED EARTH FAULT (REF),Restricted Earth Fault Function
Setpoint Group 1,1771,S5,RESTRICTED EARTH FAULT (REF),Restricted Earth Fault Relays
Setpoint Group 1,1772,S5,RESTRICTED EARTH FAULT (REF),Restricted Earth Fault Pickup
Setpoint Group 1,1773,S5,RESTRICTED EARTH FAULT (REF),Restricted Earth Fault Delay
Setpoint Group 1,1780,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Function
Setpoint Group 1,1781,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Relays
Setpoint Group 1,1782,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Pickup
Setpoint Group 1,1783,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Delay
Setpoint Group 1,1784,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Phases Required for Operation
Setpoint Group 1,1785,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Minimum Operating Voltage
Setpoint Group 1,1786,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Curve
Setpoint Group 1,1788,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Function
Setpoint Group 1,1789,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Relays
Setpoint Group 1,178A,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Pickup
Setpoint Group 1,178B,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Delay
Setpoint Group 1,178C,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Phases Required for Operation
Setpoint Group 1,178D,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Minimum Operating Voltage
Setpoint Group 1,178E,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Curve
Setpoint Group 1,1790,S5,OVERVOLTAGE 1,Overvoltage 1 Function
Setpoint Group 1,1791,S5,OVERVOLTAGE 1,Overvoltage 1 Relays
Setpoint Group 1,1792,S5,OVERVOLTAGE 1,Overvoltage 1 Pickup
Setpoint Group 1,1793,S5,OVERVOLTAGE 1,Overvoltage 1 Delay
Setpoint Group 1,1794,S5,OVERVOLTAGE 1,Overvoltage 1 Phases Required for Operation
Setpoint Group 1,1798,S5,OVERVOLTAGE 2,Overvoltage 2 Function
Setpoint Group 1,1799,S5,OVERVOLTAGE 2,Overvoltage 2 Relays
Setpoint Group 1,179A,S5,OVERVOLTAGE 2,Overvoltage 2 Pickup
Setpoint Group 1,179B,S5,OVERVOLTAGE 2,Overvoltage 2 Delay
Setpoint Group 1,179C,S5,OVERVOLTAGE 2,Overvoltage 2 Phases Required for Operation
Setpoint Group 1,17A0,S5,UNDERFREQUENCY 1,Underfrequency 1 Function
Setpoint Group 1,17A1,S5,UNDERFREQUENCY 1,Underfrequency 1 Relays
Setpoint Group 1,17A2,S5,UNDERFREQUENCY 1,Underfrequency 1 Pickup
Setpoint Group 1,17A3,S5,UNDERFREQUENCY 1,Underfrequency 1 Delay
Setpoint Group 1,17A4,S5,UNDERFREQUENCY 1,Underfrequency 1 Minimum Operating Voltage
Setpoint Group 1,17A5,S5,UNDERFREQUENCY 1,Underfrequency 1 Minimum Operating Current
Setpoint Group 1,17A8,S5,UNDERFREQUENCY 2,Underfrequency 2 Function
Setpoint Group 1,17A9,S5,UNDERFREQUENCY 2,Underfrequency 2 Relays
Setpoint Group 1,17AA,S5,UNDERFREQUENCY 2,Underfrequency 2 Pickup
Setpoint Group 1,17AB,S5,UNDERFREQUENCY 2,Underfrequency 2 Delay
Setpoint Group 1,17AC,S5,UNDERFREQUENCY 2,Underfrequency 2 Minimum Operating Voltage
Setpoint Group 1,17AD,S5,UNDERFREQUENCY 2,Underfrequency 2 Minimum Operating Current
Setpoint Group 1,17B0,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Function
Setpoint Group 1,17B1,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Relays
Setpoint Group 1,17B2,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Pickup
Setpoint Group 1,17B3,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Delay
Setpoint Group 1,17B4,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Minimum Operating Voltage
Setpoint Group 1,17B5,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Curve
Setpoint Group 1,17B8,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Function
Setpoint Group 1,17B9,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Relays
Setpoint Group 1,17BA,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Pickup
Setpoint Group 1,17BB,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Delay
Setpoint Group 1,17BC,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Minimum Operating Voltage
Setpoint Group 1,17BD,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Curve
Setpoint Group 1,17C0,S5,FREQUENCY DECAY,Frequency Decay Function
Setpoint Group 1,17C1,S5,FREQUENCY DECAY,Frequency Decay Relays
Setpoint Group 1,17C2,S5,FREQUENCY DECAY,Frequency Decay Rate
Setpoint Group 1,17C3,S5,FREQUENCY DECAY,Frequency Decay Pickup
Setpoint Group 1,17C4,S5,FREQUENCY DECAY,Frequency Decay Delay
Setpoint Group 1,17C5,S5,FREQUENCY DECAY,Frequency Decay Minimum Operating Voltage
Setpoint Group 1,17C6,S5,FREQUENCY DECAY,Frequency Decay Minimum Operating Current
Setpoint Group 1,17CE,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Function
Setpoint Group 1,17CF,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Relays
Setpoint Group 1,17D0,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Pickup
Setpoint Group 1,17D1,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Multiplier
Setpoint Group 1,17D2,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Curve
Setpoint Group 1,17D3,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Reset Time
Setpoint Group 2,1500,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Function
Setpoint Group 2,1501,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Relays
Setpoint Group 2,1502,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Curve
Setpoint Group 2,1503,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Voltage Restraint
Setpoint Group 2,1504,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Pickup
Setpoint Group 2,1505,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Multiplier
Setpoint Group 2,1506,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Reset Time
Setpoint Group 2,1507,S5,PHASE TIME OVERCURRENT 1,Phase Time Overcurrent 1 Direction
Setpoint Group 2,1508,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Function
Setpoint Group 2,1509,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Relays
Setpoint Group 2,150A,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Pickup
Setpoint Group 2,150B,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Delay
Setpoint Group 2,150C,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phases Required for Operation
Setpoint Group 2,150D,S5,PHASE INSTANTANEOUS OVERCURRENT 1,Phase Instantaneous Overcurrent 1 Direction
Setpoint Group 2,1510,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Function
Setpoint Group 2,1511,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Relays
Setpoint Group 2,1512,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Pickup
Setpoint Group 2,1513,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Delay
Setpoint Group 2,1514,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phases Required for Operation
Setpoint Group 2,1515,S5,PHASE INSTANTANEOUS OVERCURRENT 2,Phase Instantaneous Overcurrent 2 Direction
Setpoint Group 2,1520,S5,PHASE DIRECTIONAL,Phase Directional Function
Setpoint Group 2,1521,S5,PHASE DIRECTIONAL,Phase Directional Maximum Torque Angle
Setpoint Group 2,1522,S5,PHASE DIRECTIONAL,Minimum Polarizing Voltage
Setpoint Group 2,1523,S5,PHASE DIRECTIONAL,Phase Directional Relays
Setpoint Group 2,1524,S5,PHASE DIRECTIONAL,Block OC When Voltage Memory Expires
Setpoint Group 2,1530,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Function
Setpoint Group 2,1531,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Relays
Setpoint Group 2,1532,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Curve
Setpoint Group 2,1533,S5,PHASE TIME OVERCURRENT 2,Phase Time Overcurrent 2 Voltage Restraint
